Commodity Code,group_id, description,transaction
87033144,47, ?????????????? ,IM
87033145,47, ?????????????? ,IM
87033211,47, ?????????????? ,IM
87033212,47, ?????????????? ,IM
87033213,47, ?????????????? ,IM
87033251,47, ?????????????? ,IM
87033252,47, ?????????????? ,IM
87033253,47, ?????????????? ,IM
87033311,47, ?????????????? ,IM
87033312,47, ?????????????? ,IM
87033313,47, ?????????????? ,IM
87033351,47, ?????????????? ,IM
87033352,47, ?????????????? ,IM
87033353,47, ?????????????? ,IM
87034011,47, ?????????????? ,IM
87034012,47, ?????????????? ,IM
87034013,47, ?????????????? ,IM
87034014,47, ?????????????? ,IM
87034015,47, ?????????????? ,IM
87034031,47, ?????????????? ,IM
87034032,47, ?????????????? ,IM
87034033,47, ?????????????? ,IM
87034034,47, ?????????????? ,IM
87034035,47, ?????????????? ,IM
87034036,47, ?????????????? ,IM
87034041,47, ?????????????? ,IM
87034042,47, ?????????????? ,IM
87034043,47, ?????????????? ,IM
87034044,47, ?????????????? ,IM
87034045,47, ?????????????? ,IM
87034046,47, ?????????????? ,IM
87034047,47, ?????????????? ,IM
87034051,47, ?????????????? ,IM
87034052,47, ?????????????? ,IM
87034053,47, ?????????????? ,IM
87034054,47, ?????????????? ,IM
87034055,47, ?????????????? ,IM
87035011,47, ?????????????? ,IM
87035012,47, ?????????????? ,IM
87035013,47, ?????????????? ,IM
87035014,47, ?????????????? ,IM
87035015,47, ?????????????? ,IM
87035031,47, ?????????????? ,IM
87035032,47, ?????????????? ,IM
87035033,47, ?????????????? ,IM
87035034,47, ?????????????? ,IM
87035035,47, ?????????????? ,IM
87035036,47, ?????????????? ,IM
87035041,47, ?????????????? ,IM
87035042,47, ?????????????? ,IM
87035043,47, ?????????????? ,IM
87035044,47, ?????????????? ,IM
87035045,47, ?????????????? ,IM
87035046,47, ?????????????? ,IM
87035047,47, ?????????????? ,IM
87035051,47, ?????????????? ,IM
87035052,47, ?????????????? ,IM
87035053,47, ?????????????? ,IM
87035054,47, ?????????????? ,IM
87035055,47, ?????????????? ,IM
87036011,47, ?????????????? ,IM
87036012,47, ?????????????? ,IM
87036013,47, ?????????????? ,IM
87036014,47, ?????????????? ,IM
87036015,47, ?????????????? ,IM
87036031,47, ?????????????? ,IM
87036032,47, ?????????????? ,IM
87036033,47, ?????????????? ,IM
87036034,47, ?????????????? ,IM
87036035,47, ?????????????? ,IM
87036036,47, ?????????????? ,IM
87036041,47, ?????????????? ,IM
87036042,47, ?????????????? ,IM
87036043,47, ?????????????? ,IM
87036044,47, ?????????????? ,IM
87036045,47, ?????????????? ,IM
87036046,47, ?????????????? ,IM
87036047,47, ?????????????? ,IM
87036051,47, ?????????????? ,IM
87036052,47, ?????????????? ,IM
87036053,47, ?????????????? ,IM
87036054,47, ?????????????? ,IM
87036055,47, ?????????????? ,IM
87037011,47, ?????????????? ,IM
87037012,47, ?????????????? ,IM
87037013,47, ?????????????? ,IM
87037014,47, ?????????????? ,IM
87037015,47, ?????????????? ,IM
87037031,47, ?????????????? ,IM
87037032,47, ?????????????? ,IM
87037033,47, ?????????????? ,IM
87037034,47, ?????????????? ,IM
87037035,47, ?????????????? ,IM
87037036,47, ?????????????? ,IM
87037041,47, ?????????????? ,IM
87037042,47, ?????????????? ,IM
87037043,47, ?????????????? ,IM
87037044,47, ?????????????? ,IM
87037045,47, ?????????????? ,IM
87037046,47, ?????????????? ,IM
87037047,47, ?????????????? ,IM
87037051,47, ?????????????? ,IM
87037052,47, ?????????????? ,IM
87037053,47, ?????????????? ,IM
87037054,47, ?????????????? ,IM
87037055,47, ?????????????? ,IM
87038011,47, ?????????????? ,IM
87038012,47, ?????????????? ,IM
87038013,47, ?????????????? ,IM
87038014,47, ?????????????? ,IM
87038015,47, ?????????????? ,IM
87038091,47, ?????????????? ,IM
87051000,47, ?????????????? ,IM
87052000,47, ?????????????? ,IM
87053000,47, ?????????????? ,IM
87054000,47, ?????????????? ,IM
87059050,47, ?????????????? ,IM
87059060,47, ?????????????? ,IM
87059090,47, ?????????????? ,IM
87091100,47, ?????????????? ,IM
87091900,47, ?????????????? ,IM
87011011,48, ?????? ????????? ,IM
87011019,48, ?????? ????????? ,IM
87011091,48, ?????? ????????? ,IM
87011099,48, ?????? ????????? ,IM
87013000,48, ?????? ????????? ,IM
87019110,48, ?????? ????????? ,IM
87019190,48, ?????? ????????? ,IM
87019210,48, ?????? ????????? ,IM
87019290,48, ?????? ????????? ,IM
87019310,48, ?????? ????????? ,IM
87019390,48, ?????? ????????? ,IM
87019410,48, ?????? ????????? ,IM
87019490,48, ?????? ????????? ,IM
87019510,48, ?????? ????????? ,IM
87019590,48, ?????? ????????? ,IM
89011010,49, ?????????,IM
89011020,49, ?????????,IM
89011060,49, ?????????,IM
89011070,49, ?????????,IM
89011080,49, ?????????,IM
89011090,49, ?????????,IM
89012050,49, ?????????,IM
89012071,49, ?????????,IM
89012072,49, ?????????,IM
89012073,49, ?????????,IM
89012080,49, ?????????,IM
89013050,49, ?????????,IM
89013070,49, ?????????,IM
89013080,49, ?????????,IM
89019031,49, ?????????,IM
89019032,49, ?????????,IM
89019033,49, ?????????,IM
89019034,49, ?????????,IM
89019035,49, ?????????,IM
89019036,49, ?????????,IM
89019037,49, ?????????,IM
89020031,49, ?????????,IM
89020032,49, ?????????,IM
89020033,49, ?????????,IM
89020034,49, ?????????,IM
89020035,49, ?????????,IM
89020036,49, ?????????,IM
89020037,49, ?????????,IM
89020041,49, ?????????,IM
89020042,49, ?????????,IM
89020043,49, ?????????,IM
89020044,49, ?????????,IM
89020045,49, ?????????,IM
89020046,49, ?????????,IM
89020047,49, ?????????,IM
89031100,49, ?????????,IM
89031200,49, ?????????,IM
89031900,49, ?????????,IM
89032100,49, ?????????,IM
89032200,49, ?????????,IM
89032300,49, ?????????,IM
89033100,49, ?????????,IM
89033200,49, ?????????,IM
89033300,49, ?????????,IM
89039300,49, ?????????,IM
89039900,49, ?????????,IM
89040010,49, ?????????,IM
89040032,49, ?????????,IM
89040033,49, ?????????,IM
89040034,49, ?????????,IM
89040035,49, ?????????,IM
89051000,49, ?????????,IM
89052000,49, ?????????,IM
89059010,49, ?????????,IM
89059090,49, ?????????,IM
89061000,49, ?????????,IM
89069010,49, ?????????,IM
89069020,49, ?????????,IM
89069090,49, ?????????,IM
84244910,50, ????????????????? ,IM
84261200,50, ????????????????? ,IM
84264100,50, ????????????????? ,IM
84264900,50, ????????????????? ,IM
84271000,50, ????????????????? ,IM
84272000,50, ????????????????? ,IM
84291100,50, ????????????????? ,IM
84291900,50, ????????????????? ,IM
84292000,50, ????????????????? ,IM
84293000,50, ????????????????? ,IM
84294030,50, ????????????????? ,IM
84294040,50, ????????????????? ,IM
84294050,50, ????????????????? ,IM
84294090,50, ????????????????? ,IM
84295100,50, ????????????????? ,IM
84295200,50, ????????????????? ,IM
84295900,50, ????????????????? ,IM
84301000,50, ????????????????? ,IM
84302000,50, ????????????????? ,IM
84303100,50, ????????????????? ,IM
84304100,50, ????????????????? ,IM
84305000,50, ????????????????? ,IM
84323100,50, ????????????????? ,IM
84323900,50, ????????????????? ,IM
84324100,50, ????????????????? ,IM
84324200,50, ????????????????? ,IM
84328010,50, ????????????????? ,IM
84328020,50, ????????????????? ,IM
84328090,50, ????????????????? ,IM
84335100,50, ????????????????? ,IM
84335920,50, ????????????????? ,IM
40093191,51, ??????????????????,IM
40169320,51, ??????????????????,IM
40169911,51, ??????????????????,IM
40169913,51, ??????????????????,IM
57031010,51, ??????????????????,IM
57031030,51, ??????????????????,IM
57039021,51, ??????????????????,IM
57039022,51, ??????????????????,IM
57039091,51, ??????????????????,IM
57039093,51, ??????????????????,IM
57050021,51, ??????????????????,IM
57050092,51, ??????????????????,IM
70071110,51, ??????????????????,IM
70072110,51, ??????????????????,IM
70091000,51, ??????????????????,IM
70140010,51, ??????????????????,IM
73201011,51, ??????????????????,IM
73201012,51, ??????????????????,IM
73202011,51, ??????????????????,IM
73209010,51, ??????????????????,IM
83012000,51, ??????????????????,IM
83023010,51, ??????????????????,IM
83023090,51, ??????????????????,IM
84073100,51, ??????????????????,IM
84073211,51, ??????????????????,IM
84073219,51, ??????????????????,IM
84073229,51, ??????????????????,IM
84073310,51, ??????????????????,IM
84073390,51, ??????????????????,IM
84073450,51, ??????????????????,IM
84073471,51, ??????????????????,IM
84073472,51, ??????????????????,IM
84073473,51, ??????????????????,IM
84073492,51, ??????????????????,IM
84073494,51, ??????????????????,IM
84073495,51, ??????????????????,IM
84073499,51, ??????????????????,IM
84082021,51, ??????????????????,IM
84082022,51, ??????????????????,IM
84082023,51, ??????????????????,IM
84082094,51, ??????????????????,IM
84082095,51, ??????????????????,IM
84082096,51, ??????????????????,IM
84133030,51, ??????????????????,IM
84133040,51, ??????????????????,IM
84148042,51, ??????????????????,IM
84152010,51, ??????????????????,IM
84152090,51, ??????????????????,IM
84158131,51, ??????????????????,IM
84158139,51, ??????????????????,IM
84158231,51, ??????????????????,IM
84158239,51, ??????????????????,IM
84158331,51, ??????????????????,IM
84158339,51, ??????????????????,IM
84159014,51, ??????????????????,IM
84212321,51, ??????????????????,IM
84212329,51, ??????????????????,IM
84213120,51, ??????????????????,IM
84818083,51, ??????????????????,IM
84818084,51, ??????????????????,IM
84818093,51, ??????????????????,IM
85111020,51, ??????????????????,IM
85112021,51, ??????????????????,IM
85112029,51, ??????????????????,IM
85113041,51, ??????????????????,IM
85113049,51, ??????????????????,IM
85123010,51, ??????????????????,IM
85124000,51, ??????????????????,IM
85272110,51, ??????????????????,IM
85272190,51, ??????????????????,IM
85272900,51, ??????????????????,IM
85361013,51, ??????????????????,IM
85361093,51, ??????????????????,IM
85392130,51, ??????????????????,IM
85392920,51, ??????????????????,IM
85443012,51, ??????????????????,IM
85443013,51, ??????????????????,IM
85443014,51, ??????????????????,IM
85443019,51, ??????????????????,IM
87060019,51, ??????????????????,IM
87060021,51, ??????????????????,IM
87060022,51, ??????????????????,IM
87060023,51, ??????????????????,IM
87060031,51, ??????????????????,IM
87060032,51, ??????????????????,IM
87060033,51, ??????????????????,IM
87060034,51, ??????????????????,IM
87060039,51, ??????????????????,IM
87060041,51, ??????????????????,IM
87060042,51, ??????????????????,IM
87060050,51, ??????????????????,IM
87071010,51, ??????????????????,IM
87071020,51, ??????????????????,IM
87071030,51, ??????????????????,IM
87071090,51, ??????????????????,IM
87079011,51, ??????????????????,IM
87079021,51, ??????????????????,IM
87079029,51, ??????????????????,IM
87079030,51, ??????????????????,IM
87079040,51, ??????????????????,IM
87079090,51, ??????????????????,IM
87081010,51, ??????????????????,IM
87081090,51, ??????????????????,IM
87082100,51, ??????????????????,IM
87082210,51, ??????????????????,IM
87082220,51, ??????????????????,IM
87082230,51, ??????????????????,IM
87082911,51, ??????????????????,IM
87082915,51, ??????????????????,IM
87082916,51, ??????????????????,IM
87082917,51, ??????????????????,IM
87082918,51, ??????????????????,IM
87082919,51, ??????????????????,IM
87082920,51, ??????????????????,IM
87082992,51, ??????????????????,IM
87082993,51, ??????????????????,IM
87082994,51, ??????????????????,IM
87082995,51, ??????????????????,IM
87082996,51, ??????????????????,IM
87082997,51, ??????????????????,IM
87082998,51, ??????????????????,IM
87082999,51, ??????????????????,IM
87083010,51, ??????????????????,IM
87083021,51, ??????????????????,IM
87083029,51, ??????????????????,IM
87083030,51, ??????????????????,IM
87083090,51, ??????????????????,IM
87084011,51, ??????????????????,IM
87084013,51, ??????????????????,IM
87084014,51, ??????????????????,IM
87084019,51, ??????????????????,IM
87084025,51, ??????????????????,IM
87084026,51, ??????????????????,IM
87084027,51, ??????????????????,IM
87084029,51, ??????????????????,IM
87084091,51, ??????????????????,IM
87084092,51, ??????????????????,IM
87084099,51, ??????????????????,IM
87085011,51, ??????????????????,IM
87085013,51, ??????????????????,IM
87085015,51, ??????????????????,IM
87085019,51, ??????????????????,IM
87085025,51, ??????????????????,IM
87085026,51, ??????????????????,IM
87085027,51, ??????????????????,IM
87085029,51, ??????????????????,IM
87085091,51, ??????????????????,IM
87085092,51, ??????????????????,IM
87085094,51, ??????????????????,IM
87085095,51, ??????????????????,IM
87085096,51, ??????????????????,IM
87085099,51, ??????????????????,IM
87087015,51, ??????????????????,IM
87087016,51, ??????????????????,IM
87087017,51, ??????????????????,IM
87087018,51, ??????????????????,IM
87087019,51, ??????????????????,IM
87087021,51, ??????????????????,IM
87087022,51, ??????????????????,IM
87087023,51, ??????????????????,IM
87087029,51, ??????????????????,IM
87087031,51, ??????????????????,IM
87087032,51, ??????????????????,IM
87087033,51, ??????????????????,IM
87087034,51, ??????????????????,IM
87087039,51, ??????????????????,IM
87087095,51, ??????????????????,IM
87087096,51, ??????????????????,IM
87087097,51, ??????????????????,IM
87087099,51, ??????????????????,IM
87088015,51, ??????????????????,IM
87088016,51, ??????????????????,IM
87088017,51, ??????????????????,IM
87088019,51, ??????????????????,IM
87088091,51, ??????????????????,IM
87088092,51, ??????????????????,IM
87088099,51, ??????????????????,IM
87089115,51, ??????????????????,IM
87089116,51, ??????????????????,IM
87089117,51, ??????????????????,IM
87089118,51, ??????????????????,IM
87089119,51, ??????????????????,IM
87089191,51, ??????????????????,IM
87089193,51, ??????????????????,IM
87089194,51, ??????????????????,IM
87089195,51, ??????????????????,IM
87089199,51, ??????????????????,IM
87089210,51, ??????????????????,IM
87089220,51, ??????????????????,IM
87089251,51, ??????????????????,IM
87089252,51, ??????????????????,IM
87089261,51, ??????????????????,IM
87089262,51, ??????????????????,IM
87089290,51, ??????????????????,IM
87089350,51, ??????????????????,IM
87089360,51, ??????????????????,IM
87089370,51, ??????????????????,IM
87089390,51, ??????????????????,IM
87089411,51, ??????????????????,IM
87089419,51, ??????????????????,IM
87089494,51, ??????????????????,IM
87089495,51, ??????????????????,IM
87089499,51, ??????????????????,IM
87089510,51, ??????????????????,IM
87089590,51, ??????????????????,IM
87089911,51, ??????????????????,IM
87089919,51, ??????????????????,IM
87089921,51, ??????????????????,IM
87089924,51, ??????????????????,IM
87089925,51, ??????????????????,IM
87089930,51, ??????????????????,IM
87089940,51, ??????????????????,IM
87089950,51, ??????????????????,IM
87089961,51, ??????????????????,IM
87089962,51, ??????????????????,IM
87089963,51, ??????????????????,IM
87089970,51, ??????????????????,IM
87089980,51, ??????????????????,IM
87089991,51, ??????????????????,IM
87089999,51, ??????????????????,IM
87099000,51, ??????????????????,IM
90251911,51, ??????????????????,IM
90261050,51, ??????????????????,IM
90262050,51, ??????????????????,IM
90292010,51, ??????????????????,IM
90292020,51, ??????????????????,IM
90303330,51, ??????????????????,IM
91040010,51, ??????????????????,IM
94012010,51, ??????????????????,IM
94012090,51, ??????????????????,IM
61012000,1,?????????????,EX
61013000,1,?????????????,EX
61019000,1,?????????????,EX
61021000,1,?????????????,EX
61022000,1,?????????????,EX
61023000,1,?????????????,EX
61029000,1,?????????????,EX
61031000,1,?????????????,EX
61032200,1,?????????????,EX
61032300,1,?????????????,EX
61032900,1,?????????????,EX
61033100,1,?????????????,EX
61033200,1,?????????????,EX
61033300,1,?????????????,EX
61033910,1,?????????????,EX
61033990,1,?????????????,EX
61034100,1,?????????????,EX
61034200,1,?????????????,EX
61034300,1,?????????????,EX
61034900,1,?????????????,EX
61041300,1,?????????????,EX
61041920,1,?????????????,EX
61041990,1,?????????????,EX
61042200,1,?????????????,EX
61042300,1,?????????????,EX
61042900,1,?????????????,EX
61043100,1,?????????????,EX
61043200,1,?????????????,EX
61043300,1,?????????????,EX
61043900,1,?????????????,EX
61044100,1,?????????????,EX
61044200,1,?????????????,EX
61044300,1,?????????????,EX
61044400,1,?????????????,EX
61044900,1,?????????????,EX
61045100,1,?????????????,EX
61045200,1,?????????????,EX
61045300,1,?????????????,EX
61045900,1,?????????????,EX
61046100,1,?????????????,EX
61046200,1,?????????????,EX
61046300,1,?????????????,EX
61046900,1,?????????????,EX
61051000,1,?????????????,EX
61052010,1,?????????????,EX
61052020,1,?????????????,EX
61059000,1,?????????????,EX
61061000,1,?????????????,EX
61062000,1,?????????????,EX
61069000,1,?????????????,EX
61071100,1,?????????????,EX
61071200,1,?????????????,EX
61071900,1,?????????????,EX
61072100,1,?????????????,EX
61072200,1,?????????????,EX
61072900,1,?????????????,EX
61079100,1,?????????????,EX
61079900,1,?????????????,EX
61081100,1,?????????????,EX
61081920,1,?????????????,EX
61081930,1,?????????????,EX
61081940,1,?????????????,EX
61081990,1,?????????????,EX
61082100,1,?????????????,EX
61082200,1,?????????????,EX
61082900,1,?????????????,EX
61083100,1,?????????????,EX
61083200,1,?????????????,EX
61083900,1,?????????????,EX
61089100,1,?????????????,EX
61089200,1,?????????????,EX
61089900,1,?????????????,EX
61091010,1,?????????????,EX
61091020,1,?????????????,EX
61099010,1,?????????????,EX
61099020,1,?????????????,EX
61099030,1,?????????????,EX
61101100,1,?????????????,EX
61101200,1,?????????????,EX
61101900,1,?????????????,EX
61102000,1,?????????????,EX
61103000,1,?????????????,EX
61109000,1,?????????????,EX
61112000,1,?????????????,EX
61113000,1,?????????????,EX
61119010,1,?????????????,EX
61119090,1,?????????????,EX
61121100,1,?????????????,EX
61121200,1,?????????????,EX
61121900,1,?????????????,EX
61122000,1,?????????????,EX
61123100,1,?????????????,EX
61123900,1,?????????????,EX
61124110,1,?????????????,EX
61124190,1,?????????????,EX
61124910,1,?????????????,EX
61124990,1,?????????????,EX
61130010,1,?????????????,EX
61130030,1,?????????????,EX
61130040,1,?????????????,EX
61130090,1,?????????????,EX
61142000,1,?????????????,EX
61143020,1,?????????????,EX
61143090,1,?????????????,EX
61149010,1,?????????????,EX
61149090,1,?????????????,EX
61151010,1,?????????????,EX
61151090,1,?????????????,EX
61152100,1,?????????????,EX
61152200,1,?????????????,EX
61152910,1,?????????????,EX
61152990,1,?????????????,EX
61153010,1,?????????????,EX
61153090,1,?????????????,EX
61159400,1,?????????????,EX
61159500,1,?????????????,EX
61159600,1,?????????????,EX
61159900,1,?????????????,EX
61161010,1,?????????????,EX
61161090,1,?????????????,EX
61169100,1,?????????????,EX
61169200,1,?????????????,EX
61169300,1,?????????????,EX
61169900,1,?????????????,EX
61171010,1,?????????????,EX
61171090,1,?????????????,EX
61178011,1,?????????????,EX
61178019,1,?????????????,EX
61178020,1,?????????????,EX
61178090,1,?????????????,EX
61179000,1,?????????????,EX
62012010,1,?????????????,EX
62012090,1,?????????????,EX
62013010,1,?????????????,EX
62013090,1,?????????????,EX
62014010,1,?????????????,EX
62014090,1,?????????????,EX
62019011,1,?????????????,EX
62019019,1,?????????????,EX
62019021,1,?????????????,EX
62019029,1,?????????????,EX
62019090,1,?????????????,EX
62022010,1,?????????????,EX
62022090,1,?????????????,EX
62023010,1,?????????????,EX
62023090,1,?????????????,EX
62024010,1,?????????????,EX
62024090,1,?????????????,EX
62029010,1,?????????????,EX
62029020,1,?????????????,EX
62029090,1,?????????????,EX
62031100,1,?????????????,EX
62031200,1,?????????????,EX
62031911,1,?????????????,EX
62031919,1,?????????????,EX
62031921,1,?????????????,EX
62031929,1,?????????????,EX
62031990,1,?????????????,EX
62032210,1,?????????????,EX
62032290,1,?????????????,EX
62032300,1,?????????????,EX
62032910,1,?????????????,EX
62032990,1,?????????????,EX
62033100,1,?????????????,EX
62033210,1,?????????????,EX
62033290,1,?????????????,EX
62033300,1,?????????????,EX
62033900,1,?????????????,EX
62034100,1,?????????????,EX
62034210,1,?????????????,EX
62034290,1,?????????????,EX
62034300,1,?????????????,EX
62034910,1,?????????????,EX
62034990,1,?????????????,EX
62041100,1,?????????????,EX
62041210,1,?????????????,EX
62041290,1,?????????????,EX
62041300,1,?????????????,EX
62041911,1,?????????????,EX
62041919,1,?????????????,EX
62041990,1,?????????????,EX
62042100,1,?????????????,EX
62042210,1,?????????????,EX
62042290,1,?????????????,EX
62042300,1,?????????????,EX
62042910,1,?????????????,EX
62042990,1,?????????????,EX
62043100,1,?????????????,EX
62043210,1,?????????????,EX
62043290,1,?????????????,EX
62043300,1,?????????????,EX
62043911,1,?????????????,EX
62043919,1,?????????????,EX
62043990,1,?????????????,EX
62044100,1,?????????????,EX
62044210,1,?????????????,EX
62044290,1,?????????????,EX
62044300,1,?????????????,EX
62044400,1,?????????????,EX
62044910,1,?????????????,EX
62044990,1,?????????????,EX
62045100,1,?????????????,EX
62045210,1,?????????????,EX
62045290,1,?????????????,EX
62045300,1,?????????????,EX
62045910,1,?????????????,EX
62045990,1,?????????????,EX
62046100,1,?????????????,EX
62046200,1,?????????????,EX
62046300,1,?????????????,EX
62046900,1,?????????????,EX
62052010,1,?????????????,EX
62052020,1,?????????????,EX
62052090,1,?????????????,EX
62053010,1,?????????????,EX
62053090,1,?????????????,EX
62059010,1,?????????????,EX
62059091,1,?????????????,EX
62059092,1,?????????????,EX
62059099,1,?????????????,EX
62061010,1,?????????????,EX
62061090,1,?????????????,EX
62062000,1,?????????????,EX
62063010,1,?????????????,EX
62063090,1,?????????????,EX
62064000,1,?????????????,EX
62069000,1,?????????????,EX
62071100,1,?????????????,EX
62071900,1,?????????????,EX
62072110,1,?????????????,EX
62072190,1,?????????????,EX
62072200,1,?????????????,EX
62072910,1,?????????????,EX
62072990,1,?????????????,EX
62079100,1,?????????????,EX
62079910,1,?????????????,EX
62079990,1,?????????????,EX
62081100,1,?????????????,EX
62081900,1,?????????????,EX
62082110,1,?????????????,EX
62082190,1,?????????????,EX
62082200,1,?????????????,EX
62082910,1,?????????????,EX
62082990,1,?????????????,EX
62089110,1,?????????????,EX
62089190,1,?????????????,EX
62089210,1,?????????????,EX
62089290,1,?????????????,EX
62089910,1,?????????????,EX
62089990,1,?????????????,EX
62092030,1,?????????????,EX
62092040,1,?????????????,EX
62092090,1,?????????????,EX
62093010,1,?????????????,EX
62093030,1,?????????????,EX
62093040,1,?????????????,EX
62093090,1,?????????????,EX
62099000,1,?????????????,EX
62101011,1,?????????????,EX
62101019,1,?????????????,EX
62101090,1,?????????????,EX
62102020,1,?????????????,EX
62102030,1,?????????????,EX
62102040,1,?????????????,EX
62102090,1,?????????????,EX
62103020,1,?????????????,EX
62103030,1,?????????????,EX
62103040,1,?????????????,EX
62103090,1,?????????????,EX
62104010,1,?????????????,EX
62104020,1,?????????????,EX
62104090,1,?????????????,EX
62105010,1,?????????????,EX
62105020,1,?????????????,EX
62105090,1,?????????????,EX
62111100,1,?????????????,EX
62111200,1,?????????????,EX
62112000,1,?????????????,EX
62113210,1,?????????????,EX
62113220,1,?????????????,EX
62113290,1,?????????????,EX
62113310,1,?????????????,EX
62113320,1,?????????????,EX
62113330,1,?????????????,EX
62113340,1,?????????????,EX
62113390,1,?????????????,EX
62113910,1,?????????????,EX
62113920,1,?????????????,EX
62113930,1,?????????????,EX
62113940,1,?????????????,EX
62113990,1,?????????????,EX
62114210,1,?????????????,EX
62114220,1,?????????????,EX
62114230,1,?????????????,EX
62114290,1,?????????????,EX
62114310,1,?????????????,EX
62114320,1,?????????????,EX
62114330,1,?????????????,EX
62114340,1,?????????????,EX
62114350,1,?????????????,EX
62114360,1,?????????????,EX
62114370,1,?????????????,EX
62114390,1,?????????????,EX
62114910,1,?????????????,EX
62114920,1,?????????????,EX
62114931,1,?????????????,EX
62114939,1,?????????????,EX
62114950,1,?????????????,EX
62114960,1,?????????????,EX
62114990,1,?????????????,EX
62121011,1,?????????????,EX
62121019,1,?????????????,EX
62121091,1,?????????????,EX
62121099,1,?????????????,EX
62122010,1,?????????????,EX
62122090,1,?????????????,EX
62123010,1,?????????????,EX
62123090,1,?????????????,EX
62129011,1,?????????????,EX
62129012,1,?????????????,EX
62129019,1,?????????????,EX
62129091,1,?????????????,EX
62129092,1,?????????????,EX
62129099,1,?????????????,EX
62132010,1,?????????????,EX
62132090,1,?????????????,EX
62139011,1,?????????????,EX
62139019,1,?????????????,EX
62139091,1,?????????????,EX
62139099,1,?????????????,EX
62141010,1,?????????????,EX
62141090,1,?????????????,EX
62142000,1,?????????????,EX
62143010,1,?????????????,EX
62143090,1,?????????????,EX
62144010,1,?????????????,EX
62144090,1,?????????????,EX
62149010,1,?????????????,EX
62149090,1,?????????????,EX
62151010,1,?????????????,EX
62151090,1,?????????????,EX
62152010,1,?????????????,EX
62152090,1,?????????????,EX
62159010,1,?????????????,EX
62159090,1,?????????????,EX
62160010,1,?????????????,EX
62160091,1,?????????????,EX
62160092,1,?????????????,EX
62160099,1,?????????????,EX
62171010,1,?????????????,EX
62171090,1,?????????????,EX
62179000,1,?????????????,EX
64011000,2,???????? ???????????,EX
64019210,2,???????? ???????????,EX
64019290,2,???????? ???????????,EX
64019910,2,???????? ???????????,EX
64019990,2,???????? ???????????,EX
64021200,2,???????? ???????????,EX
64021910,2,???????? ???????????,EX
64021990,2,???????? ???????????,EX
64022000,2,???????? ???????????,EX
64029110,2,???????? ???????????,EX
64029191,2,???????? ???????????,EX
64029192,2,???????? ???????????,EX
64029199,2,???????? ???????????,EX
64029910,2,???????? ???????????,EX
64029920,2,???????? ???????????,EX
64029990,2,???????? ???????????,EX
64031200,2,???????? ???????????,EX
64031910,2,???????? ???????????,EX
64031920,2,???????? ???????????,EX
64031930,2,???????? ???????????,EX
64031990,2,???????? ???????????,EX
64032000,2,???????? ???????????,EX
64034000,2,???????? ???????????,EX
64035100,2,???????? ???????????,EX
64035910,2,???????? ???????????,EX
64035990,2,???????? ???????????,EX
64039110,2,???????? ???????????,EX
64039120,2,???????? ???????????,EX
64039130,2,???????? ???????????,EX
64039190,2,???????? ???????????,EX
64039910,2,???????? ???????????,EX
64039920,2,???????? ???????????,EX
64039930,2,???????? ???????????,EX
64039990,2,???????? ???????????,EX
64041110,2,???????? ???????????,EX
64041120,2,???????? ???????????,EX
64041190,2,???????? ???????????,EX
64041910,2,???????? ???????????,EX
64041990,2,???????? ???????????,EX
64042000,2,???????? ???????????,EX
64051000,2,???????? ???????????,EX
64052000,2,???????? ???????????,EX
64059000,2,???????? ???????????,EX
64061010,2,???????? ???????????,EX
64061090,2,???????? ???????????,EX
64062010,2,???????? ???????????,EX
64062020,2,???????? ???????????,EX
64069010,2,???????? ???????????,EX
64069021,2,???????? ???????????,EX
64069022,2,???????? ???????????,EX
64069023,2,???????? ???????????,EX
64069029,2,???????? ???????????,EX
64069041,2,???????? ???????????,EX
64069042,2,???????? ???????????,EX
64069049,2,???????? ???????????,EX
64069051,2,???????? ???????????,EX
64069052,2,???????? ???????????,EX
64069059,2,???????? ???????????,EX
64069091,2,???????? ???????????,EX
64069099,2,???????? ???????????,EX
42021110,3,?????,EX
42021190,3,?????,EX
42021211,3,?????,EX
42021219,3,?????,EX
42021291,3,?????,EX
42021299,3,?????,EX
42021920,3,?????,EX
42021990,3,?????,EX
42022100,3,?????,EX
42022210,3,?????,EX
42022220,3,?????,EX
42022900,3,?????,EX
42023100,3,?????,EX
42023200,3,?????,EX
42023900,3,?????,EX
42029111,3,?????,EX
42029119,3,?????,EX
42029190,3,?????,EX
42029210,3,?????,EX
42029220,3,?????,EX
42029290,3,?????,EX
42029910,3,?????,EX
42029990,3,?????,EX
42010000,4,???????????????????????,EX
42031000,4,???????????????????????,EX
42032110,4,???????????????????????,EX
42032190,4,???????????????????????,EX
42032910,4,???????????????????????,EX
42032990,4,???????????????????????,EX
42033000,4,???????????????????????,EX
42034000,4,???????????????????????,EX
42050010,4,???????????????????????,EX
42050020,4,???????????????????????,EX
42050030,4,???????????????????????,EX
42050040,4,???????????????????????,EX
42050090,4,???????????????????????,EX
43031000,4,???????????????????????,EX
43039020,4,???????????????????????,EX
43039090,4,???????????????????????,EX
43040020,4,???????????????????????,EX
43040091,4,???????????????????????,EX
43040099,4,???????????????????????,EX
48185000,4,???????????????????????,EX
50010000,4,???????????????????????,EX
50020000,4,???????????????????????,EX
50030000,4,???????????????????????,EX
50040000,4,???????????????????????,EX
